Main_ID,RAdeg,DEdeg,PosErr,Pos_ref,Spectype,Spectype_ref,Class,Compact,Mx,Mx_err,Mx_ref,Mo,Mo_err,Mo_ref,Period,Period_err,Period_ref,Superorbital Period,Superorbital Period_err,Superorbital Period_ref,Eccentricity,Eccentricity_err,Eccentricity_ref,Spin_period,Spin_period_err,Spin_period_ref,RV,RV_err,RV_ref,Distance,Distance_err_lo,Distance_err_up,IGR_var,Swift_var,XMM_var,Chandra_var,Var,best_ID,AGILE_ID,AGILE_RA,AGILE_Dec,AGILE_err,AGILE_ref,HEAO_ID,HEAO_RA,HEAO_Dec,HEAO_err,HEAO_ref,UHURU4_ID,UHURU4_RA,UHURU4_Dec,UHURU4_err,UHURU4_ref,ARIEL3_ID,ARIEL3_RA,ARIEL3_Dec,ARIEL3_err,ARIEL3_ref,IGR_ID,IGR_RA,IGR_Dec,IGR_err,IGR_ref,2E_ID,2E_RA,2E_Dec,2E_err,2E_ref,ROSAT_ID,ROSAT_RA,ROSAT_Dec,ROSAT_err,ROSAT_ref,ROSATF_ID,ROSATF_RA,ROSATF_Dec,ROSATF_err,ROSATF_ref,FERMI_ID,FERMI_RA,FERMI_Dec,FERMI_err,FERMI_ref,SAX_ID,SAX_RA,SAX_Dec,SAX_err,SAX_ref,Swift_ID,Swift_RA,Swift_Dec,Swift_err,Swift_ref,XMM_ID,XMM_RA,XMM_Dec,XMM_err,XMM_ref,Chandra_ID,Chandra_RA,Chandra_Dec,Chandra_err,Chandra_ref,2MASS_ID,2MASS_RA,2MASS_Dec,2MASS_err,2MASS_ref,Gaia_ID,Gaia_RA,Gaia_Dec,Gaia_err,Gaia_ref
GRO J1750-27,267.304,-26.6440555555556,0.00025,2019A&A...630A.105R,Be?,1997ApJS..113..367B,Be?,NS,,,,,,,29.806,0.001,2009MNRAS.393..419S,,,,0.36,0.002,2009MNRAS.393..419S,4.45349,0.00002,2009MNRAS.393..419S,,,,,,,YY,,,,Y,GRO J1750-27,,,,,,,,,,,,,,,,,,,,,GRO J1750-27,267.3,-26.647,0.00366666664679845,,,,,,,GRO J1750-27,267.302916666667,-26.6433333333333,0.00111111111111111,Trumper1997_(in_press),,,,,,,,,,,,,,,,2SXPS J174912.3-263842,267.304583333333,-26.6436944444444,0.00138888888888889,2008GCN..7274....1B,,,,,,GRO J1750-27,267.304,-26.6440555555556,0.00025,2019A&A...630A.105R,,,,,,0,,,,
IGR J17503-2636,267.575261,-26.604673,1.66666662941376E-05,,sg?,2018ATel11992....1M,SFXT?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J17501806-2636168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR J17503-2636,267.57527,-26.60458,0.000611111111111111,2018ATel11952....1C,,,,,,,,,,,2MASS J17501806-2636168,267.575261,-26.604673,1.66666662941376E-05,,0,,,,
IGR J17507-2647,267.664409631061,-26.7433464972335,0.00019990741131089,2009ApJ...701..811T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02915132045746,,0,,2CXO J175039.4-264436,,,,,,,,,,,,,,,,,,,,,IGR J17507-2647,267.664,-26.743,0.0245000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J175039.2-264439,267.6637,-26.74433,0.00108333335982429,,,,,,,2CXO J175039.4-264436,267.664409631061,-26.7433464972335,0.00019990741131089,2009ApJ...701..811T,,,,,,0,,,,
IGR J17544-2619,268.605298703025,-26.3312743369477,6.17944325009982E-09,,O9Ib,2006A&A...455..653P,SFXT,NS,1.4,,2017AstL...43..664B,23,2,2017AstL...43..664B,4.92693,0.00036,2014ATel.6227....1S,,,,0.44,0.14,2013BCrAO.109...27N,71.49,0.02,2012A&A...539A..21D,-46.8,4,2013BCrAO.109...27N,2425,-134,156,Y,81.8861236572266,1,1,Y,Gaia DR3 4063908810076415872,,,,,,,,,,,,,,,,,,,,,IGR J17544-2619,268.605,-26.331,0.0153333336114883,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J175425.1-261952,268.60495,-26.33125,0.000222222225533591,,4XMM J175425.2-261952,268.605307,-26.33128,3.64486111111111E-05,,2CXO J175425.2-261952,268.605067923386,-26.3313837177248,0.000340746827068889,,2MASS J17542527-2619526,268.605314,-26.33128,1.66666662941376E-05,,4.06390881007642E+018,268.605298703025,-26.3312743369477,6.17944325009982E-09,
GRS 1758-258,270.301970723339,-25.7432790923302,2.55305419365565E-07,,AV,2016A&A...596A..46M,IMXB?,,,,,,,,18.45,0.1,2002ApJ...578L.129S,,,,,,,,,,,,,4630,-1998,2554,,1.1595174074173,1,0,Y,Gaia DR3 4064178675797466624,,,,,,,,,,,,,,,,,,,,,GRS 1758-258,270.303,-25.741,0.00316666662693024,,,,,,,1WGA J1801.2-2544,270.3025,-25.7413,0.00361111111111111,,,,,,,,,,,,GRS 1758-258,270.308,-25.731,0.026666667064031,,2SXPS J180112.5-254431,270.30238,-25.74218,0.000499999986754523,,4XMM J180112.3-254436,270.301584,-25.743352,0.000304715,,2CXO J180112.3-254436,270.301629328076,-25.7433794750351,0.00019719620766021,,,,,,,4.06417867579747E+018,270.301970723339,-25.7432790923302,2.55305419365565E-07,
IGR J18027-2016,270.674736858334,-20.2881667969959,2.9077445053392E-08,,B1Ib,2010A&A...510A..61T,sg,NS,1.5,0.4,2011A&A...532A.124M,20,3,2011A&A...532A.124M,4.5696,0.0009,2011A&A...532A.124M,,,,0.2,-1,2011A&A...532A.124M,139.612,0.006,2005A&A...439..255H,51.7,2.4,2011A&A...532A.124M,8526,-2438,4119,,15.2716627120972,1,,Y,Gaia DR3 4070968778561141760,,,,,,,,,,,,,,,,,,,,,SAX J1802.7-201,270.675,-20.288,0.00833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J180242.0-201717,270.67527,-20.28824,0.000722222195731269,,4XMM J180241.9-201717,270.674766,-20.288133,2.87811111111111E-05,,,,,,,2MASS J18024194-2017172,270.674767,-20.288132,1.66666662941376E-05,,4.07096877856114E+018,270.674736858334,-20.2881667969959,2.9077445053392E-08,
2MASS J18081689-1919395,272.070386,-19.327656,3.05555553899871E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2MASS J18081689-1919395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J180816.8-191939,272.070034,-19.327592,0.000275285277777778,,,,,,,2MASS J18081689-1919395,272.070386,-19.327656,3.05555553899871E-05,,0,,,,
SWIFT J1816.7-1613,274.178003489109,-16.2228342527636,0.000212677396735897,,B0-2e,2019A&A...622A.198N,Be,NS,,,,12.5,,1996MNRAS.280L..31P,151.1,0.5,2017ApJ...846..161C,,,,,,,143.6863,0.0002,2019A&A...622A.198N,,,,,,,Y,4.10043478012085,0,0,Y,2CXO J181642.7-161322,,,,,,,,,,,,,,,,,,,,,SWIFT J1816.7-1613,274.178,-16.223,0.0173333326975505,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181642.5-161322,274.17723,-16.22304,0.000444444451067183,,4XMM J181642.7-161321,274.178316,-16.222541,0.000460871388888889,,2CXO J181642.7-161322,274.178003489109,-16.2228342527636,0.000212677396735897,,,,,,,0,,,,
IGR J18179-1621,274.467438,-16.358791,3.05555553899871E-05,,O-B,2012ApJ...757..143N,,,,,,,,,,,,,,,,,,11.82,0.01,2012ATel.3949....1H,,,,,,,Y,3.64910697937012,,,Y,2MASS J18175218-1621316,,,,,,,,,,,,,,,,,,,,,SWIFT J1816.7-1613,274.178,-16.223,0.0173333326975505,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181752.2-162130,274.46756,-16.35835,0.000444444451067183,,,,,,,,,,,,2MASS J18175218-1621316,274.467438,-16.358791,3.05555553899871E-05,,0,,,,
SAX J1818.6-1703,274.6579027264,-17.0466781588456,4.20549718870057E-08,,B0Iab,2010A&A...510A..61T,SFXT,,,,,,,,30,,2018MNRAS.481.2779S,,,,,,,,,,,,,2791,-762,1145,Y,7.87762212753296,1,1,Y,Gaia DR3 4097365235226829312,,,,,,,,,,,,,,,,,,,,,SAX J1818.6-1703,274.658,-17.047,0.0111666669448217,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181837.8-170248,274.65772,-17.0467,0.000305555562178294,,4XMM J181837.7-170247,274.65746,-17.046545,0.000355240555555556,,2CXO J181837.9-170248,274.658042778544,-17.046757333613,0.000222494787634535,,2MASS J18183790-1702479,274.657944,-17.046656,1.66666662941376E-05,,4.09736523522683E+018,274.6579027264,-17.0466781588456,4.20549718870057E-08,
SAX J1819.3-2525,274.840139190916,-25.4071785192588,5.67291759782367E-09,,B9III,2001ApJ...555..489O,,BH,10.2,1.5,2001ApJ...555..489O,6.8,1.4,2001ApJ...555..489O,2.817,0.002,2005MNRAS.363..882L,,,,,,,,,,72.7,3.3,2005MNRAS.363..882L,4738,-601,765,,14.5372676849365,,1,Y,Gaia DR3 4053096388919082368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J181921.5-252429,274.83959,-25.40813,0.000472222235467699,,,,,,,2CXO J181921.6-252425,274.840069140245,-25.4071846108161,0.000197558129383782,,2MASS J18192163-2524258,274.840143,-25.407167,1.66666662941376E-05,,4.05309638891908E+018,274.840139190916,-25.4071785192588,5.67291759782367E-09,
AX J1820.5-1434,275.125402,-14.573023,2.22222217255168E-05,,B0-2 IV-Ve,2001A&A...371.1018I,Be,NS,,,,12.5,,1996MNRAS.280L..31P,54,0.4,2013A&A...558A..99S,,,,,,,152.26,0.04,1998ApJ...495..435K,,,,,,,Y,2.14177203178406,0,0,Y,2MASS J18203009-1434228,,,,,,,,,,,,,,,,,,,,,AX J1820.5-1434,275.123,-14.573,0.0158333331346512,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J182030.1-143421,275.12552,-14.57255,0.000944444470935398,,4XMM J182030.0-143422,275.125219,-14.573033,0.000530413888888889,,2CXO J182030.0-143423,275.125383651352,-14.5732045302939,0.000203467353872601,,2MASS J18203009-1434228,275.125402,-14.573023,2.22222217255168E-05,,0,,,,
IGR J18214-1318,275.332342500449,-13.3108909567507,6.38524442911148E-08,,B0V-O9I,2009ApJ...698..502B,Be/sg,,,,,,,,5.4246,0.0004,2020MNRAS.498.2750C,,,,0.17,0,2020MNRAS.498.2750C,,,,,,,4209,-1286,1709,,1.18514287471771,1,0,Y,Gaia DR3 4152643113595580416,,,,,,,,,,,,,,,,,,,,,IGR J18214-1318,275.332,-13.311,0.0236666659514109,,,,,,,,,,,,,,,,,,,,,,1RXS J182129.0-131641,275.331,-13.308,0.0400000015894572,,2SXPS J182119.7-131838,275.33235,-13.31073,0.000888888902134365,,4XMM J182119.7-131840,275.33234,-13.311182,0.000527881944444444,,2CXO J182119.7-131838,275.332335054347,-13.3108322349988,0.000197559974223167,,2MASS J18211975-1318388,275.332326,-13.310795,2.22222217255168E-05,,4.15264311359558E+018,275.332342500449,-13.3108909567507,6.38524442911148E-08,
IGR J18219-1347,275.478371098287,-13.7907374484833,0.000206962550303036,,Be?,2012AstL...38..629K,Be?,NS,,,,,,,72.44,0.3,2013ApJ...775L..24L,,,,,,,56.468,0.0003,2022ApJ...927..139O,,,,,,,Y,5.76681613922119,,0,Y,2CXO J182154.8-134726,,,,,,,,,,,,,,,,,,,,,IGR J18219-1347,275.478,-13.791,0.0421666661898295,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J182154.6-134722,275.47772,-13.78955,0.00066666669315762,,,,,,,2CXO J182154.8-134726,275.478371098287,-13.7907374484833,0.000206962550303036,,,,,,,0,,,,
IGR J18246-1425,276.09842,-14.41551,0.000999999973509047,,,,,NS,,,,,,,,,,,,,,,,120,,2008ATel.1679....1M,,,,,,,,2.19101119041443,,,,2SXPS J182423.6-142455,,,,,,,,,,,,,,,,,,,,,IGR J18246-1425,276.099,-14.415,0.0306666672229767,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J182423.6-142455,276.09842,-14.41551,0.000999999973509047,,,,,,,,,,,,,,,,,0,,,,
4XMM J182531.5-144036,276.38131,-14.676881,0.000118455,,,,Be ?,,,,,,,,,,,,,,,,,781,3,2024PASA...41....8M,,,,,,,,1,1,1,Y,4XMM J182531.5-144036,,,,,,,,,,,,,,,,,,,,,LS5039,276.563,-14.848,0.0328333338101705,,,,,,,,,,,,,,,,,4FGL J1826.2-1450,276.5637,-14.8496,0.008634,,,,,,,2SXPS J182531.3-144037,276.3806,-14.6772,0.000638888875643412,,4XMM J182531.5-144036,276.38131,-14.676881,0.000118455,,2CXO J182531.4-144036,276.381127346404,-14.676762005009,0.000220707009912025,,,,,,,0,,,,
IGR J18256-1035,276.43262358837,-10.5838937781993,2.81167361471388E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3775,-2274,2759,,1.00509560108185,,,,Gaia DR3 4154264171696059520,,,,,,,,,,,,,,,,,,,,,IGR J18256-1035,276.433,-10.584,0.0401666680971781,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J182543.8-103502,276.43263,-10.58396,0.000999999973509047,,,,,,,,,,,,,,,,,4.15426417169606E+018,276.43262358837,-10.5838937781993,2.81167361471388E-07,
LS 5039,276.562768120167,-14.8484382483141,3.54121413288845E-09,,ON6.5V(f),2011MNRAS.416.1556T,"$\gamma$\,Be",,,,,23,,2005MNRAS.364..899C,3.90607,0.00008,2011ASSP...21..559C,,,,0.35,0.03,2011ASSP...21..559C,8.891,0.001,2023arXiv231106473M,17.3,0.5,2011ASSP...21..559C,1898,-54,59,,1.55555558204651,1,1,Y,Gaia DR3 4104196427943626624,,,,,,,,,,,,,,,,,,,,,LS5039,276.563,-14.848,0.0328333338101705,,,,,,,1WGA J1826.2-1450,276.57,-14.8335,0.0138888888888889,,,,,,,4FGL J1826.2-1450,276.5637,-14.8496,0.008634,,,,,,,2SXPS J182615.1-145054,276.56298,-14.84839,0.000361111097865634,,4XMM J182615.0-145054,276.562647,-14.848455,0.000108341111111111,,2CXO J182615.0-145055,276.562735575577,-14.8487035895858,0.000197534144903892,,2MASS J18261505-1450542,276.562732,-14.848396,1.66666662941376E-05,,4.10419642794363E+018,276.562768120167,-14.8484382483141,3.54121413288845E-09,
XTE J1829-098,277.433292237768,-9.85645360705569,0.000205060718034867,,,2020MNRAS.491.4543S,SFXT?,NS,,,,,,,244.2,0.2,2022ATel15614....1C,,,,,,,7.847089,0.000015,2022ATel15556....1W,,,,,,,Y,,0,0,Y,2CXO J182943.9-095123,,,,,,,,,,,,,,,,,,,,,XTE J1829-098,277.439,-9.897,0.0424999992052714,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J182942.2-095140,277.4332,-9.857,0.000972222222222222,2022ATel15555....1C,4XMM J182944.0-095124,277.433351,-9.856801,0.000542622777777778,,2CXO J182943.9-095123,277.433292237768,-9.85645360705569,0.000205060718034867,,,,,,,0,,,,
HESS J1832-093,278.188173,-9.365154,1.66666662941376E-05,,O6V,2024MNRAS.529L.102V,"$\gamma$\,?",,,,,,,,86.28,3.77,2020A&A...637A..23M,,,,,,,,,,,,,,,,,2.05325436592102,0,,,2MASS J18324516-0921545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1832.9-0913,278.2404,-9.2332,0.077584,,,,,,,2SXPS J183245.1-092154,278.18824,-9.36517,0.000361111097865634,,4XMM J183245.1-092154,278.188182,-9.365058,0.000180163611111111,,,,,,,2MASS J18324516-0921545,278.188173,-9.365154,1.66666662941376E-05,,0,,,,
ATO J278.3657-10.5901,278.365699548264,-10.5901247948528,4.26461671789487E-08,,B0.5Ve,2003AN....324...61M,Be,,,,,14.6,,1996MNRAS.280L..31P,,,,,,,,,,,,,,,,1021,-144,255,,12.5263156890869,0,1,Y,Gaia DR3 4155000844481174656,,,,,,,,,,,,,,,,,,,,,SNR 021.5-00.9,278.396,-10.558,0.0136666665474574,,,,,,,1WGA J1833.4-1035,278.3637,-10.5851,0.00361111111111111,,,,,,,4FGL J1833.5-1033,278.3832,-10.5568,0.014555,,SNR 021.5-00.9,278.382,-10.559,0.0433333317438761,,2SXPS J183327.7-103524,278.36574,-10.59012,0.000305555562178294,,4XMM J183327.7-103524,278.365671,-10.590103,7.44972222222222E-05,,2CXO J183327.7-103524,278.365709180968,-10.5900965252813,0.000197249799161623,,2MASS J18332777-1035243,278.365715,-10.590102,2.22222217255168E-05,,4.15500084448117E+018,278.365699548264,-10.5901247948528,4.26461671789487E-08,
SNR 021.5-00.9,278.36791853438,-10.4024329508603,6.6557050579124E-09,,B0 Ve,2011BASI...39..517M,Be,,,,,17.5,,1996MNRAS.280L..31P,,,,,,,,,,,,,,,,1996,-115,112,,2.11408615112305,1,1,Y,Gaia DR3 4155023796790984064,,,,,,,,,,,,,,,,,,,,,SNR 021.5-00.9,278.396,-10.558,0.0136666665474574,,,,,,,1WGA J1833.4-1024,278.3671,-10.4046,0.0138888888888889,,,,,,,4FGL J1833.5-1033,278.3832,-10.5568,0.014555,,,,,,,2SXPS J183328.3-102408,278.36817,-10.40234,0.000277777777777778,,4XMM J183328.3-102408,278.367925,-10.402381,0.000104421666666667,,2CXO J183328.3-102408,278.367929245898,-10.40242826916,0.000198744494197439,,2MASS J18332830-1024087,278.367917,-10.402436,1.94444445272287E-05,,4.15502379679098E+018,278.36791853438,-10.4024329508603,6.6557050579124E-09,
AX J1838.0-0655,279.519277800951,-6.90242990402384,2.39881091647678E-06,,,,,NS,,,,,,,,,,,,,,,,0.07049821,0.00003,2008ATel.1392....1G,,,,,,,,1.63067483901978,0,,,Gaia DR3 4252969319080954496,,,,,,,,,,,,,,,,,,,,,AX J1838.0-0655,279.508,-6.904,0.0181666672229767,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J183804.5-065414,279.51908,-6.90408,0.000833333333333333,,4XMM J183804.7-065408,279.519768,-6.902232,0.000500002222222222,,,,,,,2MASS J18380462-0654086,279.519259,-6.902393,2.22222217255168E-05,,4.25296931908096E+018,279.519277800951,-6.90242990402384,2.39881091647678E-06,
AX J1841.0-0536,280.280166448015,-5.58165403928149,4.54361033108499E-09,,B1Ib,2008A&A...486..911N,SFXT,NS,,,,,,,6.453,0.0016,2015arXiv150301087G,,,,0.16,0.11,2015arXiv150301087G,4.7394,0.0008,2001PASJ...53.1179B,74.4,2.1,2015arXiv150301087G,2828,-129,143,Y,0.999424159526825,0,0,Y,Gaia DR3 4256502088596680960,,,,,,,,,,,,,,,,,,,,,AX J1841.0-0536,280.28,-5.57,0.026666667064031,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J184107.0-053451,280.27956,-5.5811,0.000750000013245477,,4XMM J184107.2-053454,280.280179,-5.581776,0.000319400277777778,,2CXO J184107.4-053450,280.280834158256,-5.58055803343094,0.00337998195104313,,2MASS J18410724-0534540,280.280168,-5.58167,1.66666662941376E-05,,4.25650208859668E+018,280.280166448015,-5.58165403928149,4.54361033108499E-09,
GS 1839-06,280.39706,-5.84236,0.00666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1RXS  J184135.3-055032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1RXS  J184135.3-055032,280.39706,-5.84236,0.00666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
IGR J18450-0435,281.256619166061,-4.56575904237435,5.24750755478939E-09,,O9.5I,1996MNRAS.281..333C,SFXT,,,,,29.6,,2005A&A...436.1049M,4.73983,0.00028,2015arXiv150301087G,,,,0.34,0.11,2015arXiv150301087G,,,,61,1.4,2015arXiv150301087G,5436,-641,645,,28.1963634490967,1,1,Y,Gaia DR3 4258160560148155648,,,,,,,,,,,,,,,,,,,,,IGR J18450-0435,281.256,-4.566,0.0278333326180776,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J184501.6-043355,281.25672,-4.56539,0.00033333334657881,,4XMM J184501.5-043356,281.256564,-4.56566,5.98808333333333E-05,,2CXO J184501.5-043356,281.256593223742,-4.56566770098988,0.000197639286026176,,2MASS J18450159-0433565,281.256632,-4.565711,1.94444445272287E-05,,4.25816056014816E+018,281.256619166061,-4.56575904237435,5.24750755478939E-09,
GS 1843+009,281.403473368695,0.863159468020407,4.66849779089292E-08,,B0-2IV-Ve,2001A&A...371.1018I,Be,NS,,,,13.5,0,1996MNRAS.280L..31P,,,,,,,,,,29.4764,0.0008,1999NuPhS..69..220P,,,,5097,-1904,4192,Y,0.998496234416962,,0,Y,Gaia DR3 4278536022438800640,,,,,,,,,,,,,,,,,,,,,GS 1843+009,281.404,0.865,0.00633333325386047,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J184536.6+005146,281.40265,0.86294,0.000972222222222222,,,,,,,2CXO J184536.8+005147,281.403466526672,0.863275517004951,0.000219635987208954,,2MASS J18453684+0051474,281.403505,0.863184,1.66666662941376E-05,,4.2785360224388E+018,281.403473368695,0.863159468020407,4.66849779089292E-08,
Swift J1845.7-0037,281.477598,-0.659499,2.22222217255168E-05,,B0Ve,2019ATel13222....1M,Be ?,,,,,,,,,,,,,,,,,207.379,0.002,2020A&A...634A..89D,,,,,,,,3.95977663993835,,,,2MASS J18455462-0039341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J184554.6-003935,281.47777,-0.6599,0.000972222222222222,,,,,,,,,,,,2MASS J18455462-0039341,281.477598,-0.659499,2.22222217255168E-05,,0,,,,
IGR J18462-0223,281.553769404506,-2.37469119600836,6.54478164182769E-08,,OBI?,2013A&A...556A..27S,SFXT,NS,,,,,,,2.1378,,2013A&A...556A..27S,,,,,,,997,1,2012ApJ...753....3B,,,,6784,-2839,4048,Y,3.59604501724243,1,,Y,Gaia DR3 4259088994647732864,,,,,,,,,,,,,,,,,,,,,IGR J18462-0223,281.569,-2.393,0.0519999980926514,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J184612.8-022228,281.55348,-2.37455,0.000305555562178294,,4XMM J184612.7-022228,281.553247,-2.374572,0.000102583611111111,,,,,,,,,,,,4.25908899464773E+018,281.553769404506,-2.37469119600836,6.54478164182769E-08,
IGR J18482+0049,282.064171,0.792571,3.33333325882753E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23340034484863,0,,,2MASS J18481540+0047332,,,,,,,,,,,,,,,,,,,,,IGR J18482+0049,282.06,0.797,0.0651666680971781,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J184815.2+004733,282.06374,0.79253,0.00119444449742635,,4XMM J184815.3+004733,282.06415,0.792646,0.000146395277777778,,,,,,,2MASS J18481540+0047332,282.064171,0.792571,3.33333325882753E-05,,0,,,,
3A 1845-024,282.070354,-2.423608,0.000118294166666667,,OBI?,2022A&A...657A..58N,sg?,NS,,,,,,,242.18,0.01,1999ApJ...517..449F,,,,0.88,0.01,1999ApJ...517..449F,94.7171,0.0003,2022A&A...657A..58N,,,,,,,Y,5.80508470535278,0,1,Y,4XMM J184816.8-022524,,,,,,1H1845-024,282.0724,-2.4233,0,,,,,,,3A 1845-024,282.0724,-2.4233,0,,3A 1845-024,282.074,-2.42,0.0318333327770233,,,,,,,,,,,,,,,,,,,,,,3A 1845-024,282.088,-2.461,0.0383333325386047,,2SXPS J184816.9-022525,282.07063,-2.42387,0.000555555555555556,,4XMM J184816.8-022524,282.070354,-2.423608,0.000118294166666667,,2CXO J184816.8-022525,282.070195866792,-2.4236966614932,0.000202036472594547,,,,,,,0,,,,
IGR J18483-0311,282.071686121664,-3.17136768373851,3.79253427187602E-08,,B0.5Ia,2008A&A...492..163R,SFXT,NS,,,,,,,18.545,0.003,2011ApJS..196....6L,,,,0.4,0,2010MNRAS.401.1564R,21.0526,0.0005,2007A&A...467..249S,,,,2722,-761,1473,,9.02103233337402,1,1,Y,Gaia DR3 4258428501693172736,,,,,,,,,,,,,,,,,,,,,IGR J18483-0311,282.072,-3.171,0.0103333334128062,,,,,,,,,,,,,,,,,,,,,,IGR J18483-0311,282.073,-3.211,0.0450000007947286,,2SXPS J184817.1-031017,282.07156,-3.17151,0.000499999986754523,,4XMM J184817.2-031016,282.071681,-3.171367,5.25716666666667E-05,,2CXO J184817.1-031016,282.071619435486,-3.17133112331784,0.000197762801490452,,2MASS J18481720-0310168,282.071674,-3.171344,1.94444445272287E-05,,4.25842850169317E+018,282.071686121664,-3.17136768373851,3.79253427187602E-08,
XTE J1855-026,283.87668002005,-2.60467941939779,3.95438659729229E-09,,B0Iaep,2008ATel.1876....1N,sg,NS,,,,,,,6.067,0.004,1999ApJ...517..956C,,,,,,,361.1,0.4,1999ApJ...517..956C,,,,7731,-735,1090,,2.65235614776611,,,,Gaia DR3 4255891924062617088,,,,,,,,,,,,,,,,,,,,,XTE J1855-026,283.88,-2.607,0.00600000023841858,,,,,,,,,,,,,,,,,,,,,,XTE J1855-026,283.909,-2.622,0.0533333341280619,,2SXPS J185530.4-023617,283.87677,-2.60489,0.000972222222222222,,,,,,,,,,,,2MASS J18553040-0236167,283.876688,-2.604655,1.66666662941376E-05,,4.25589192406262E+018,283.87668002005,-2.60467941939779,3.95438659729229E-09,
XTE J1858+034,284.681906,3.434746,2.22222217255168E-05,,K-M?,2021ApJ...909..154T,,NS,,,,,,,81,,2021ApJ...909..153M,,,,,,,218.393,0.002,2021ApJ...909..153M,,,,,,,Y,0.94434779882431,0,0,Y,2MASS J18584365+0326050,,,,,,,,,,,,,,,,,,,,,XTE J1858+034,284.679,3.439,0.00416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J185843.6+032605,284.68171,3.43498,0.00130555550257365,,4XMM J185843.5+032604,284.681655,3.434575,0.000564464166666667,,2CXO J185843.6+032606,284.681787900907,3.43503604325627,0.00020562691110851,,2MASS J18584365+0326050,284.681906,3.434746,2.22222217255168E-05,,0,,,,
XTE J1859+083,284.756808826085,8.24545725431252,8.23258608579636E-08,2022MNRAS.509.5955S,B0-2Ve,2022MNRAS.509.5955S,Be,NS,,,,12.5,,1996MNRAS.280L..31P,37.97,0.09,2016PhDT.......406B,,,,0.127,0.009,2016PhDT.......406B,9.79156,0.00001,2022MNRAS.509.5955S,,,,4799,-1635,3628,,,,,,Gaia DR3 4310118570535453696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XTE J1859+083,284.76,8.2325,0.0166666666666667,2009ApJ...695...30C,2SXPS J185901.8+081447,284.756875,8.24566666666667,0.000611111111111111,2022MNRAS.509.5955S,,,,,,,,,,,2MASS J18590163+0814444,284.756814,8.245672,1.66666662941376E-05,,4.31011857053545E+018,284.756808826085,8.24545725431252,8.23258608579636E-08,2022MNRAS.509.5955S
4U 1901+03,285.914128035329,3.20435796814353,5.37639276848899E-08,,B8-9 IV,2019ATel12560....1M,Be,NS,,,,,,,22.5827,0.0002,2005ApJ...635.1217G,,,,0.0363,0.0003,2005ApJ...635.1217G,2.761,0.001,2019ATel12556....1H,,,,5575,-1787,2302,Y,,,,Y,Gaia DR3 4268774695647764352,,,,,,,,,,,,,,,,,,,,,4U 1901+03,285.905,3.192,0.00349999989072482,,,,,,,,,,,,,,,,,,,,,,,,,,,4U 1901+03,285.91413,3.20451,0.000638888888888889,2019ATel12514....1M,,,,,,4U 1901+03,285.914166666667,3.20441944444444,0.000394444444444444,2019ATel12556....1H,2MASS J19033940+0312158,285.914172,3.204391,2.50000009934107E-05,,4.26877469564777E+018,285.914128035329,3.20435796814353,5.37639276848899E-08,
